cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,eintexp,edepdom,edepfor,efrepp,ettlotmg,IDEOTHINT,esubnd
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","9/30/2018","11/14/2018","NM","100 Jefferson Street","ALLIANCE BANCSHARES, INC.","13","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.alliancebank.com","2230","2026","","52","152","","0"
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","9/30/2018","11/14/2018","NM","217 North Kingshighway","ALLIANCE BANCSHARES, INC.","4","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.alliancebanking.com","1173","1107","","5","","61",""
"57733","0","3276543","5216570","Alliance Bank & Trust Company","Gastonia","NC","28054","9/30/2018","11/14/2018","NM","292 West Main Ave","PBD HOLDINGS, LLC","6","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","9/3/2008","Stock","0","0","FDIC","DIF","Atlanta","DALLAS","Charlotte","Richmond","Northeastern","Southeast","0","1","www.alliancebanknc.com","449","441","","8","","0",""
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","9/30/2018","11/14/2018","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","4","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","1/11/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.alliancebanktexas.com","2019","1819","","6","","194",""
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","9/30/2018","11/14/2018","NM","101 East Broadway","NEMO BANCSHARES, INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","686","670","","0","16","","0"
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","9/30/2018","11/14/2018","SB","3201 Orchard Rd","ALLIED FIRST BANCORP, INC.","1","0","0","5","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.alliedfirst.com","264","264","","0","","0",""
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","9/30/2018","11/14/2018","SM","114 East Main Street","ALLNATIONS BANCORPORATION, INC.","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.anbok.com","81","81","","0","","0",""
"57803","0","3284070","1562859","Ally Bank","Sandy","UT","84070","9/30/2018","11/14/2018","SM","200 West Civic Centre Drive","ALLY FINANCIAL INC.","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","http://www.ally.com","1638000","1220000","0","3000","415000","","0"
"58424","0","3633173","0","Alma Bank","Astoria","NY","11102","9/30/2018","11/14/2018","NM","28-31 31st Street","","13","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","7846","6724","","0","1122","","0"
"15426","0","224552","5188060","Almena State Bank","Almena","KS","67622","9/30/2018","11/14/2018","NM","500 Main Street","ALMENA INVESTMENTS LLC","3","0","0","2","1","Norton","","","1/1/1934","10/3/1936","7/11/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.almenastatebank.com","957","843","","19","95","","0"
"23091","10415","260055","1061679","Alpine Bank","Glenwood Springs","CO","81601","9/30/2018","11/14/2018","NM","2200 Grand Avenue","ALPINE BANKS OF COLORADO","45","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","2273","2164","","107","2","","0"
"35377","0","2889227","0","Alpine Capital Bank","New York","NY","10019","9/30/2018","11/14/2018","NM","680 Fifth Avenue, 7th Floor","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.alpinecapitalbank.com","642","642","","0","","0",""
"19590","0","199436","1081510","Altamaha Bank and Trust Company","Vidalia","GA","30474","9/30/2018","11/14/2018","NM","206 Jackson Street","ALTAMAHA BANCSHARES, INC.","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","1/25/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.altamahabank.com","448","442","","6","","0",""
"58275","0","3453737","4152505","AltaPacific Bank","Santa Rosa","CA","95403","9/30/2018","11/14/2018","SM","3725 Westwind Blvd, # 100","ALTAPACIFIC BANCORP","6","0","0","4","0","Sonoma","42220","Santa Rosa, CA","7/10/2006","7/10/2006","6/20/2016","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.apbconnect.com","1196","784","","0","","412",""
"8276","0","881441","1491548","Alton Bank","Alton","MO","65606","9/30/2018","11/14/2018","NM","520 Broadway St","ALTON BANCSHARES, INC.","2","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.altonbank.com","359","312","","1","","46",""
"27711","153","777870","0","Altoona First Savings Bank","Altoona","PA","16603","9/30/2018","11/14/2018","SB","203 North Logan Boulevard","","5","0","0","4","0","Blair","11020","Altoona, PA","1/1/1927","3/31/1937","12/29/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.altoonabank.com","1091","1091","","0","","0",""
"9465","9767","246956","3822687","Alva State Bank & Trust Company","Alva","OK","73717","9/30/2018","11/14/2018","NM","518 College Avenue","GRACE INVESTMENT COMPANY, INC. ESOP, THE","5","0","1","2","1","Woods","","","9/10/1901","1/1/1934","2/12/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","WWW.ALVASTATEBANK.COM","1776","1563","","153","","60",""
"622","9297","661308","4400336","Amalgamated Bank","New York","NY","10001","9/30/2018","11/14/2018","NM","275 Seventh Avenue","WORKERS UNITED","14","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/14/1923","1/1/1934","5/18/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://AMALGAMATEDBANK.COM","9944","6840","","0","3104","","0"
"903","10892","397531","1020676","Amalgamated Bank of Chicago","Chicago","IL","60602","9/30/2018","11/14/2018","NM","30 North Lasalle Street","AMALGAMATED INVESTMENTS COMPANY","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/30/1922","1/1/1934","7/28/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.aboc.com","435","434","","1","0","","0"
"14531","10978","353555","1107205","Amarillo National Bank","Amarillo","TX","79101","9/30/2018","11/14/2018","N","410 S Taylor","AMARILLO NATIONAL BANCORP, INC.","21","0","0","4","1","Potter","11100","Amarillo, TX","1/1/1892","1/1/1934","5/1/2010","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.anb.com","19879","18602","","837","440","","0"
"28701","2179","206174","0","Ambler Savings Bank","Ambler","PA","19002","9/30/2018","11/14/2018","SB","155 E Butler Ave","","9","0","0","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1899","9/17/1936","5/31/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.amblersav.com","2461","2112","","0","","349",""
"6423","9315","9807","2611718","Amboy Bank","Old Bridge","NJ","8857","9/30/2018","11/14/2018","SM","3590 Nj Highway 9 South","AMBOY BANCORPORATION","23","0","0","4","1","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","5/12/1888","1/1/1934","6/2/2010","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.amboybank.com","11193","11055","","123","15","","0"
"27267","0","1169650","0","Amerasia Bank","Flushing","NY","11355","9/30/2018","11/14/2018","NM","41-06 Main Street","","6","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","6/20/1988","6/20/1988","4/1/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.amerasiabankny.com","4119","3937","","0","","182",""
"8893","0","440857","1064492","America's Community Bank","Blue Springs","MO","64015","9/30/2018","11/14/2018","SM","1100 West Main Street","URICH BANCORP, INC.","1","0","0","4","1","Jackson","28140","Kansas City, MO-KS","2/27/1888","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.amcommbank.com","169","169","","0","","0",""
"34422","15591","2580243","3008753","American Bank","Allentown","PA","18104","9/30/2018","11/14/2018","SM","4029 West Tilghman Street","AMERICAN BANK INCORPORATED","1","0","0","4","0","Lehigh","10900","Allentown-Bethlehem-Easton, PA-NJ","6/2/1997","6/2/1997","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.ambk.com","4249","2770","","29","1450","","0"
"20311","10556","630555","1121993","American Bank","Bozeman","MT","59715","9/30/2018","11/14/2018","NM","1632 West Main Street","GUARANTY DEVELOPMENT COMPANY","6","0","0","4","1","Gallatin","","","7/27/1970","11/25/1970","9/13/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.americanbankmontana.com","1576","1576","","0","0","","0"
"1117","0","275358","1131406","American Bank & Trust","Wessington Sprin","SD","57382","9/30/2018","11/14/2018","NM","120 East Main Street","LEACKCO BANK HOLDING COMPANY, INC.","13","0","0","2","1","Jerauld","","","1/1/1892","1/1/1934","7/1/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.americanbanktrust.net","3414","2846","","73","","495",""
"17906","0","83834","1085349","American Bank & Trust Company","Opelousas","LA","70570","9/30/2018","11/14/2018","NM","307 East Landry Street","AMERICAN BANCORP, INC.","8","0","0","4","1","Saint Landry","","","9/22/1958","9/22/1958","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.americanbankandtrust.net","320","286","","4","30","","0"
"19234","0","597452","1104615","American Bank & Trust Company","Covington","LA","70433","9/30/2018","11/14/2018","NM","1819 N. Columbia Street","AMERICAN BANCSHARES, INC.","5","0","0","4","0","Saint Tammany","35380","New Orleans-Metairie, LA","9/14/1964","9/14/1964","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.americanbankandtrust.com","702","633","","0","","69",""
"35568","0","2919898","1119404","American Bank & Trust Company, Inc.","Bowling Green","KY","42103","9/30/2018","11/14/2018","NM","1302 Scottsville Road","FIRST BRECKINRIDGE BANCSHARES, INC.","5","0","0","4","0","Warren","14540","Bowling Green, KY","7/5/2000","7/5/2000","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","www.ambanking.com","2521","2395","","22","104","","0"
"31980","7685","718079","2226475","American Bank & Trust of the Cumberlands","Livingston","TN","38570","9/30/2018","11/14/2018","NM","808 West Main Street","AMERICAN BANCSHARES CORP.","3","0","0","4","1","Overton","","","1/1/1978","8/10/1979","2/14/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","http://www.americanbt.com","1491","1491","","0","","0",""
"6183","0","54441","1134694","American Bank & Trust Wisconsin","Cuba City","WI","53807","9/30/2018","11/14/2018","NM","100 North Main Street","ATBANCORP","5","0","0","2","0","Grant","","","10/3/1903","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","KANSAS CITY","Madison","Chicago","Central","Central","0","1","http://www.americanbankwi.com","731","650","","10","","71",""
"20537","16110","452159","0","American Bank and Trust Company","Tulsa","OK","74135","9/30/2018","11/14/2018","NM","6060 American Plaza","","2","0","0","4","0","Tulsa","46140","Tulsa, OK","11/5/1971","11/5/1971","3/23/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.americanbanktulsa.com","1040","852","","1","","187",""
"34955","0","2733263","1138610","American Bank and Trust Company, National Association","Davenport","IA","52807","9/30/2018","11/14/2018","N","4301 East 53rd Street","AMBANK HOLDINGS, INC.","9","0","1","4","1","Scott","19340","Davenport-Moline-Rock Island, IA-IL","1/5/1999","1/5/1999","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.ambankqc.com","1044","999","","1","","44",""
"22559","14001","971959","1133781","American Bank Center","Dickinson","ND","58601","9/30/2018","11/14/2018","NM","140 1st Avenue West","AMERICAN BANCOR, LTD.","17","0","1","2","0","Stark","","","12/1/1977","12/1/1977","9/19/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.weareamerican.bank","2610","2410","","26","174","","0"
"4624","9208","1002953","1065444","American Bank of Baxter Springs","Baxter Springs","KS","66713","9/30/2018","11/14/2018","SM","1201 Military Avenue","AMERICAN BANCSHARES, INC.","3","0","0","2","1","Cherokee","","","1/1/1917","1/1/1934","10/28/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","http://www.americanbankbaxter.com","214","214","","0","","0",""
"5283","0","510648","3009938","American Bank of Beaver Dam","Beaver Dam","WI","53916","9/30/2018","11/14/2018","NM","115 Front Street","AMERICAN NATIONAL BANK OF BEAVER DAM EMPLOYEE STOCK OWNERSHIP TRUST","5","0","0","4","0","Dodge","","","6/30/1891","1/1/1934","8/27/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","http://www.anbnet.com","305","286","","0","","19",""
"18609","0","215662","1107193","American Bank of Commerce","Wolfforth","TX","79382","9/30/2018","11/14/2018","NM","U.S. Hwy. 82 & Loop 193","AMERICO BANCSHARES, INC.","16","0","1","4","0","Lubbock","31180","Lubbock, TX","9/11/1962","10/11/1962","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.theabcbank.com","3257","3163","","49","45","","0"
"34232","0","2493697","3717260","American Bank of Commerce","Provo","UT","84604","9/30/2018","11/14/2018","NM","3670 N. University Avenue","AMBANCORP","4","0","0","4","0","Utah","39340","Provo-Orem, UT","8/26/1996","8/26/1996","8/4/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","http://www.myambank.com","200","200","","0","","0",""
"15423","0","568359","3450521","American Bank of Missouri","Wellsville","MO","63384","9/30/2018","11/14/2018","NM","127 West Hudson","EVERGREEN BANCSHARES, INC.","7","0","0","4","0","Montgomery","","","3/15/1880","9/14/1936","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.americanbankofmissouri.com","2480","2171","","0","309","","0"
"34606","14577","2684552","3043008","American Bank of Oklahoma","Collinsville","OK","74021","9/30/2018","11/14/2018","NM","200 East Main Street","AMERIBANK HOLDING COMPANY","6","0","0","4","0","Tulsa","46140","Tulsa, OK","4/1/1998","4/1/1998","12/26/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.americanbankok.com","1978","1629","","1","348","","0"
"5216","10623","716655","2217503","American Bank of the North","Nashwauk","MN","55769","9/30/2018","11/14/2018","NM","117 Central Avenue","MESABA BANCSHARES, INC.","13","0","0","4","0","Itasca","","","1/1/1920","1/1/1934","11/2/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.ambnk.com","1331","1202","","76","","53",""
"23886","10721","307361","1110045","American Bank, National Association","Waco","TX","76712","9/30/2018","11/14/2018","N","200 West State Highway 6","AMERICAN NATIONAL BANCSHARES, INC.","3","0","0","4","1","Mclennan","47380","Waco, TX","6/11/1982","6/11/1982","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.ambankwaco.com","1886","1723","","9","","154",""
